Season,Week,Player,Team,Position,Injuries,Game Status
2016,8,Doug Martin,TAM,RB,Hamstring,Out
2016,10,Tevin Coleman,ATL,RB,Hamstring,Out
2016,10,Jacquizz Rodgers,TAM,RB,Foot,Out
2016,11,Alfred Blue,HOU,RB,Calf,Out
2016,12,Lorenzo Taliaferro,BAL,RB,Thigh,Out
2016,12,Orleans Darkwa,NYG,RB,lower leg,Questionable
2016,13,Alfred Blue,HOU,RB,Calf,Questionable
2016,13,Ryan Mathews,PHI,RB,Knee,Out
2016,14,Lorenzo Taliaferro,BAL,RB,Thigh,Out
2016,14,Theo Riddick,DET,RB,Wrist,Questionable
2016,15,Christine Michael,GNB,RB,Illness,Questionable
2016,16,Theo Riddick,DET,RB,Wrist,Doubtful
2016,16,Matt Forte,NYJ,RB,"Knee, Shoulder",Doubtful
2016,16,Melvin Gordon,SDG,RB,"Hip, Knee",Out
2017,3,Damien Williams,MIA,RB,Rib,Questionable
2017,4,Rex Burkhead,NWE,RB,Ribs,Doubtful
2017,4,Matt Forte,NYJ,RB,"Knee, Toe",Out
2017,5,Dwayne Washington,DET,RB,Quadricep,Out
2017,5,Rex Burkhead,NWE,RB,Ribs,Out
2017,7,Robert Turbin,IND,RB,Elbow,Out
2017,15,Damien Williams,MIA,RB,"Shoulder, Illness",Doubtful
2017,17,Aaron Jones,GNB,RB,Knee,Out
2017,17,Akeem Hunt,KAN,RB,Shoulder,Questionable
2017,17,Melvin Gordon,LAC,RB,Ankle,Questionable
2017,17,Damien Williams,MIA,RB,Shoulder,Doubtful
2018,1,Sony Michel,NWE,RB,Knee,Questionable
2018,2,Sony Michel,NWE,RB,Knee,Questionable
2018,3,LeSean McCoy,BUF,RB,Rib,Questionable
2018,3,Leonard Fournette,JAX,RB,Hamstring,Questionable
2018,3,Corey Clement,PHI,RB,Quadricep,Questionable
2018,8,Darren Sproles,PHI,RB,Hamstring,Out
2018,9,Chris Thompson,WAS,RB,Rib,Out
2018,11,Chris Thompson,WAS,RB,Rib,Out
2018,13,David Fluellen,TEN,RB,Knee,Out
2018,14,Malcolm Brown,LAR,RB,Shoulder,Out
2018,15,Trenton Cannon,NYJ,RB,Toe,Questionable
2019,1,Andy Janovich,DEN,RB,Pectoral,Out
2019,4,Kenjon Barner,ATL,RB,"Concussion, Knee",Out
2019,5,Patrick DiMarco,BUF,RB,Concussion,Questionable
2019,8,Kenyan Drake,MIA,RB,Not Injury Related,Out
2019,9,Chris Thompson,WAS,RB,Toe,Out
2019,10,Raheem Mostert,SFO,RB,Knee,Questionable
2019,11,Damien Williams,KAN,RB,Not Injury Related,Questionable
2019,12,Devonta Freeman,ATL,RB,Foot,Out
2019,12,Adrian Peterson,WAS,RB,Toe,Questionable
2019,13,Jordan Howard,PHI,RB,Shoulder,Questionable
2019,13,Matt Breida,SFO,RB,Ankle,Questionable
2019,15,Ty Montgomery,NYJ,RB,"Foot, Hip",Questionable
2019,17,James Conner,PIT,RB,Quadricep,Out
2020,4,Kareem Hunt,CLE,RB,Groin,Questionable
2020,4,Sony Michel,NWE,RB,Quadricep,Questionable
2020,5,Buddy Howell,HOU,RB,Hamstring,Questionable
2020,9,Ezekiel Elliott,DAL,RB,Hamstring,Questionable
2020,10,Christian McCaffrey,CAR,RB,Shoulder,Out
2020,10,Troymaine Pope,LAC,RB,Neck,Questionable
2020,11,Cullen Gillaspia,HOU,RB,Back,Questionable
2020,13,DeAndre Washington,MIA,RB,Hamstring,Doubtful
2020,13,Ty Montgomery,NOR,RB,Hamstring,Out
2020,15,Darwin Thompson,KAN,RB,Illness,Out
2020,15,Austin Ekeler,LAC,RB,Quadricep,Questionable
2020,16,Duke Johnson,HOU,RB,Neck,Out
2020,17,Chase Edmonds,ARI,RB,Hip,Questionable
2020,17,Mark Ingram,BAL,RB,Illness,Questionable
2020,17,Antonio Gibson,WAS,RB,Toe,Questionable
2021,2,D'Andre Swift,DET,RB,Groin,Questionable
2021,5,Rex Burkhead,HOU,RB,Hip,Out
2021,5,Dalvin Cook,MIN,RB,Ankle,Questionable
2021,6,Christian McCaffrey,CAR,RB,Hamstring,Out
2021,6,Chris Carson,SEA,RB,Neck,Out
2021,10,Mike Boone,DEN,RB,Hip,Questionable
2021,10,Rhamondre Stevenson,NWE,RB,Concussion,Questionable
2021,12,Mike Boone,DEN,RB,Hip,Questionable
2021,13,Brandon Bolden,NWE,RB,Knee,Questionable
2021,15,Damien Harris,NWE,RB,Hamstring,Questionable
2021,16,C.J. Ham,MIN,FB,Hamstring,Questionable
2021,17,Cam Akers,LAR,RB,Achilles,Questionable
2021,18,Qadree Ollison,ATL,RB,Quadricep,Questionable
2021,18,Kareem Hunt,CLE,RB,Ankle,Questionable
2021,18,Cullen Gillaspia,NYG,FB,Knee,Questionable
2022,6,Alexander Mattison,MIN,RB,Shoulder,Questionable
2022,8,Darrel Williams,ARI,RB,Knee,Questionable
2022,10,Jerick McKinnon,KAN,RB,"Shoulder, Knee / Hamstring",Questionable
2022,11,Gus Edwards,BAL,RB,"Hamstring, Knee",Questionable
2022,11,Chris Evans,CIN,RB,Knee,Questionable
2022,16,Latavius Murray,DEN,RB,Foot,Questionable
2022,16,Jason Cabinda,DET,FB,Illness,Out
2022,16,Kenneth Walker,SEA,RB,"Ankle, Back",Questionable
2022,16,DeeJay Dallas,SEA,RB,Ankle,Questionable
2023,2,Anthony McFarland,PIT,RB,Knee,Out
2023,3,DeeJay Dallas,SEA,RB,Illness,Questionable
2023,7,Roschon Johnson,CHI,RB,Concussion,Out
2023,8,Chase Brown,CIN,RB,Hamstring,Out
2023,10,Khari Blasingame,CHI,FB,Concussion,Out
2023,10,Dameon Pierce,HOU,RB,Ankle,Out
2023,14,Zach Charbonnet,SEA,RB,Knee,Questionable
2023,17,Emanuel Wilson,GNB,RB,Shoulder,Doubtful
2023,17,Kenneth Walker,SEA,RB,"Shoulder, Illness",Questionable
2023,18,Khalil Herbert,CHI,RB,"Back, Not injury related - personal matter",Questionable
2024,3,Tank Bigsby,JAX,RB,Shoulder,Questionable
2024,5,Kendre Miller,NOR,RB,Hamstring,Doubtful
2024,6,Gus Edwards,LAC,RB,Ankle,Out
2024,7,Rhamondre Stevenson,NWE,RB,Foot,Questionable
2024,7,Cordarrelle Patterson,PIT,RB,Knee,Out
2024,8,Travis Homer,CHI,RB,Finger,Questionable
2024,11,Keilan Robinson,JAX,RB,Toe,Questionable
2024,12,Zamir White,LVR,RB,Quadricep,Doubtful
2024,15,Roschon Johnson,CHI,RB,Concussion,Out
2024,18,Saquon Barkley,PHI,RB,Not injury related - coach's decision,Doubtful
2024,18,Tyjae Spears,TEN,RB,Concussion,Out
2004,16,Derrick Blaylock,KAN,RB,Knee,Questionable
2005,12,Tatum Bell,DEN,RB,Chest,Questionable
2006,12,Ronnie Brown,MIA,RB,Groin,Probable
2008,14,Ryan Grant,GNB,RB,Thumb,Probable
2008,16,Ahmad Bradshaw,NYG,RB,Neck,Probable
2008,1,Brian Leonard,STL,RB,Shoulder,Probable
2008,12,Warrick Dunn,TAM,RB,Back,Probable
2010,6,Andre Brown,IND,RB,Illness,Probable
2009,2,Cedric Peerman,DET,RB,Thigh,Questionable
2012,3,John Conner,CIN,RB,Knee,Doubtful
2019,8,Kenyan Drake,ARI,RB,Not Injury Related,Out
2015,1,Travaris Cadet,SFO,RB,Hamstring,Questionable
2016,10,Christine Michael,GNB,RB,Hamstring,Questionable
2015,5,Shaun Draughn,SFO,RB,Back,Doubtful
2013,3,Leon Washington,TEN,RB,Thigh,Questionable
2023,6,Jeff Wilson,MIA,RB,"Ribs, Finger",Doubtful
2024,15,Nick Chubb,CLE,RB,Foot,Out
2024,16,Kenneth Walker III,SEA,RB,Ankle,Doubtful
2024,2,Tank Bigsby,JAX,RB,Shoulder,Questionable
2001,11,Terrell Davis,DEN,RB,Knee,Out
2002,13,Aveion Cason,DET,RB,Knee,Probable
2009,2,James Davis,CLE,RB,Shoulder,Questionable
2009,2,Jerome Harrison,CLE,RB,Knee,Probable
2009,2,Brandon Jackson,GNB,RB,Ankle,Out
2009,3,Vonta Leach,HOU,RB,Knee,Probable
2009,3,LaDainian Tomlinson,SDG,RB,Ankle,Out
2009,4,James Davis,CLE,RB,Shoulder,Questionable
2009,4,Naufahu Tahi,MIN,RB,Back,Questionable
2009,5,Willie Parker,PIT,RB,Toe,Out
2009,6,Naufahu Tahi,MIN,RB,Ankle,Probable
2009,7,Chad Simpson,IND,RB,Illness,Questionable
2009,7,Sammy Morris,NWE,RB,Knee,Out
2009,7,Ahmad Bradshaw,NYG,RB,"Ankle, Foot",Probable
2009,8,Brad Hoover,CAR,RB,Back,Questionable
2009,9,Tony Fiammetta,CAR,RB,Concussion,Questionable
2009,9,Bernard Scott,CIN,RB,Knee,Probable
2009,10,DeAngelo Williams,CAR,RB,Knee,Questionable
2009,10,Lawrence Vickers,CLE,RB,Hamstring,Questionable
2009,12,Kevin Smith,DET,RB,Hip,Probable
2009,12,Ryan Grant,GNB,RB,Neck,Probable
2009,12,Michael Robinson,SFO,RB,Shoulder,Doubtful
2009,12,Clinton Portis,WAS,RB,Concussion,Out
2009,13,Le'Ron McClain,BAL,RB,Chest,Probable
2009,13,LaMont Jordan,DEN,RB,Back,Probable
2009,13,Ricky Williams,MIA,RB,Chest,Probable
2009,13,Julius Jones,SEA,RB,Chest,Probable
2009,14,DeAngelo Williams,CAR,RB,Ankle,Probable
2009,14,Dantrell Savage,KAN,RB,Ankle,Probable
2009,14,Steven Jackson,STL,RB,Back,Questionable
2009,15,Tyrell Sutton,CAR,RB,Thigh,Questionable
2009,16,Willie Parker,PIT,RB,Knee,Probable
2009,17,Bernard Scott,CIN,RB,Illness,Probable
2010,2,Chris Ivory,NOR,RB,Knee,Out
2010,3,Chris Ivory,NOR,RB,Knee,Probable
2010,5,Jerome Harrison,CLE,RB,Thigh,Probable
2010,5,Jahvid Best,DET,RB,Toe,Questionable
2010,6,Ryan Mathews,SDG,RB,Ankle,Probable
2010,7,Julius Jones,NOR,RB,Shoulder,Probable
2010,8,Julius Jones,NOR,RB,Shoulder,Probable
2010,8,Michael Robinson,SEA,RB,Hamstring,Questionable
2010,9,Chris Ivory,NOR,RB,Concussion,Probable
2010,10,Madison Hedgecock,NYG,RB,Hamstring,Out
2010,10,Brit Miller,STL,RB,Calf,Probable
2010,11,Fred Taylor,NWE,RB,Toe,Questionable
2010,12,Jacob Hester,SDG,RB,Foot,Probable
2010,13,Ryan Torain,WAS,RB,Hamstring,Questionable
2010,14,Donald Brown,IND,RB,Ankle,Questionable
2010,16,Arian Foster,HOU,RB,Hip,Probable
2010,16,Maurice Jones-Drew,JAX,RB,Knee,Doubtful
2010,17,Korey Hall,GNB,RB,Knee,Out
2011,2,LaRod Stephens-Howling,ARI,RB,Hand,Questionable
2011,2,Darren McFadden,OAK,RB,Shoulder,Probable
2011,4,Lawrence Vickers,HOU,RB,Illness,Probable
2011,5,Knowshon Moreno,DEN,RB,Hamstring,Probable
2011,5,Rashard Mendenhall,PIT,RB,Hamstring,Questionable
2011,7,LaDainian Tomlinson,NYJ,RB,Not Injury Related,Probable
2011,9,Ahmard Hall,TEN,RB,Back,Questionable
2011,10,Peyton Hillis,CLE,RB,Hamstring,Out
2011,11,Chris Wells,ARI,RB,Knee,Questionable
2011,13,Taiwan Jones,OAK,RB,Hamstring,Out
2011,14,LaDainian Tomlinson,NYJ,RB,Knee,Probable
2011,15,Michael Turner,ATL,RB,Groin,Probable
2011,16,Johnny White,BUF,RB,Concussion,Out
2011,16,Matt Forte,CHI,RB,Knee,Out
2011,16,Brandon Saine,GNB,RB,Concussion,Probable
2011,17,Marion Barber,CHI,RB,Calf,Doubtful
2011,17,Shane Vereen,NWE,RB,Hamstring,Questionable
2011,17,LaDainian Tomlinson,NYJ,RB,Quadricep,Probable
2012,1,Delone Carter,IND,RB,Chest,Questionable
2012,2,Shane Vereen,NWE,RB,Foot,Questionable
2012,2,Taiwan Jones,OAK,RB,Ribs,Questionable
2012,3,Jamaal Charles,KAN,RB,Knee,Probable
2012,4,James Starks,GNB,RB,Toe,Probable
2012,4,Arian Foster,HOU,RB,Knee,Probable
2012,4,Mike Goodson,OAK,RB,Hamstring,Questionable
2012,6,Stanley Havili,PHI,RB,Quadricep,Probable
2012,6,Evan Royster,WAS,RB,Knee,Probable
2012,7,Isaac Redman,PIT,RB,Ankle,Out
2012,8,Trent Richardson,CLE,RB,"Chest, Rib",Questionable
2012,8,Maurice Jones-Drew,JAX,RB,Foot,Out
2012,9,C.J. Spiller,BUF,RB,Shoulder,Probable
2012,9,Maurice Jones-Drew,JAX,RB,Foot,Out
2012,10,C.J. Spiller,BUF,RB,Shoulder,Probable
2012,10,Andre Brown,NYG,RB,Shoulder,Probable
2012,10,Darren McFadden,OAK,RB,Ankle,Out
2012,12,Chris Wells,ARI,RB,Toe,Probable
2012,12,Knowshon Moreno,DEN,RB,Groin,Probable
2012,12,Marshawn Lynch,SEA,RB,Back,Probable
2012,13,Jonathan Stewart,CAR,RB,Ankle,Doubtful
2012,13,Greg Jones,JAX,RB,Thigh,Probable
2012,14,Jonathan Stewart,CAR,RB,Ankle,Doubtful
2012,14,Cedric Peerman,CIN,RB,Ankle,Doubtful
2012,15,James Starks,GNB,RB,Knee,Out
2012,16,Anthony Sherman,ARI,RB,Knee,Questionable
2012,17,James Starks,GNB,RB,Knee,Out
2012,17,Jamie Harper,TEN,RB,Ankle,Questionable
2013,1,Justin Forsett,JAX,RB,Toe,Questionable
2013,1,Will Johnson,PIT,RB,Hamstring,Probable
2013,4,Steven Jackson,ATL,RB,Hamstring,Out
2013,4,Le'Veon Bell,PIT,RB,Foot,Probable
2013,5,Shonn Greene,TEN,RB,Knee,Out
2013,6,Kenjon Barner,CAR,RB,Foot,Doubtful
2013,6,Marcel Reece,OAK,RB,Knee,Probable
2013,6,Spencer Ware,SEA,RB,Ankle,Out
2013,6,Frank Gore,SFO,RB,Knee,Probable
2013,7,Chris Polk,PHI,RB,Shoulder,Questionable
2013,7,Spencer Ware,SEA,RB,Ankle,Out
2013,7,Jackie Battle,TEN,RB,Neck,Probable
2013,8,Theo Riddick,DET,RB,Concussion,Probable
2013,8,Jeff Demps,TAM,RB,Groin,Out
2013,9,Rex Burkhead,CIN,RB,Hamstring,Questionable
2013,9,Chris Ogbonnaya,CLE,RB,Ribs,Probable
2013,10,Darren Sproles,NOR,RB,Concussion,Probable
2013,10,Marshawn Lynch,SEA,RB,Knee,Probable
2013,12,Jacquizz Rodgers,ATL,RB,Ankle,Probable
2013,12,Stanley Havili,IND,RB,Concussion,Out
2013,12,Chase Reynolds,STL,RB,Knee,Probable
2013,13,Matt Asiata,MIN,RB,Shoulder,Probable
2013,14,Willis McGahee,CLE,RB,Knee,Probable
2013,14,Knowshon Moreno,DEN,RB,Ankle,Probable
2013,14,Anthony Sherman,KAN,RB,"Knee, Ankle",Probable
2013,14,Matt Asiata,MIN,RB,Shoulder,Probable
2013,15,Jeremy Stewart,OAK,RB,"Ankle, Knee",Out
2013,16,Fred Jackson,BUF,RB,Ribs,Probable
2013,17,Shane Vereen,NWE,RB,Groin,Questionable
2013,17,Derrick Coleman,SEA,RB,Shoulder,Probable
2014,1,De'Anthony Thomas,KAN,RB,Hamstring,Doubtful
2014,2,Erik Lorig,NOR,RB,Ankle,Out
2014,3,Montell Owens,DET,RB,Hamstring,Doubtful
2014,3,Shane Vereen,NWE,RB,Shoulder,Questionable
2014,3,Erik Lorig,NOR,RB,Ankle,Out
2014,3,Maurice Jones-Drew,OAK,RB,Hand,Questionable
2014,5,Arian Foster,HOU,RB,Hamstring,Probable
2014,5,De'Anthony Thomas,KAN,RB,Hamstring,Probable
2014,6,Joique Bell,DET,RB,Concussion,Probable
2014,6,Shonn Greene,TEN,RB,Hamstring,Doubtful
2014,7,DeMarco Murray,DAL,RB,Illness,Probable
2014,8,Shane Vereen,NWE,RB,Illness,Questionable
2014,9,Stepfan Taylor,ARI,RB,Calf,Out
2014,9,Giovani Bernard,CIN,RB,Hip,Out
2014,9,Juwan Thompson,DEN,RB,Knee,Probable
2014,10,Andre Ellington,ARI,RB,Foot,Probable
2014,12,Patrick DiMarco,ATL,RB,Illness,Probable
2014,12,Khiry Robinson,NOR,RB,Forearm,Out
2014,13,Chris Ivory,NYJ,RB,Shoulder,Probable
2014,13,Ryan Mathews,SDG,RB,Shoulder,Probable
2014,16,Ryan Mathews,SDG,RB,Ankle,Out
2014,17,Arian Foster,HOU,RB,Not Injury Related,Probable
2015,1,Toby Gerhart,JAX,RB,Abdomen,Questionable
2015,1,Chris Ivory,NYJ,RB,Knee,Probable
2015,3,Charcandrick West,KAN,RB,Achilles,Probable
2015,6,Juwan Thompson,DEN,RB,Hamstring,Questionable
2015,6,Theo Riddick,DET,RB,Groin,Questionable
2015,6,Joique Bell,DET,RB,Ankle,Questionable
2015,7,Derrick Coleman,SEA,RB,Concussion,Out
2015,9,Karlos Williams,BUF,RB,Concussion,Probable
2015,10,DeAngelo Williams,PIT,RB,Foot,Probable
2015,10,Chris Thompson,WAS,RB,Back,Probable
2015,12,Carlos Hyde,SFO,RB,Foot,Out
2015,13,Andre Ellington,ARI,RB,Toe,Out
2015,13,Ronnie Hillman,DEN,RB,Tooth,Probable
2015,13,Charcandrick West,KAN,RB,Hamstring,Probable
2015,15,T.J. Yeldon,JAX,RB,Knee,Doubtful
2015,17,Matt Forte,CHI,RB,Back,Questionable
2015,17,Raheem Mostert,CLE,RB,Ankle,Questionable
2015,17,Todd Gurley,STL,RB,Foot,Doubtful
2016,1,Stepfan Taylor,ARI,RB,Knee,Questionable
2016,1,Chris Ivory,JAX,RB,Calf,Questionable
2016,1,Isaiah Pead,MIA,RB,Hamstring,Questionable
2016,1,Jerick McKinnon,MIN,RB,Foot,Questionable
2016,1,Roosevelt Nix,PIT,RB,Back,Out
2016,3,Jonathan Stewart,CAR,RB,Hamstring,Out
2016,5,Taiwan Jones,OAK,RB,Knee,Questionable
2016,7,Eddie Lacy,GNB,RB,Ankle,Out
2016,7,Arian Foster,MIA,RB,Hamstring,Questionable
2016,7,Brandon Bolden,NWE,RB,Knee,Questionable
2016,7,Latavius Murray,OAK,RB,Toe,Questionable
2016,7,Thomas Rawls,SEA,RB,Fibula,Out
2016,9,Tevin Coleman,ATL,RB,Hamstring,Out
2016,10,DeAngelo Williams,PIT,RB,Knee,Out
2016,13,Chris Ivory,JAX,RB,Hamstring,Out
2016,14,Denard Robinson,JAX,RB,Ankle,Out
2016,14,DeAngelo Williams,PIT,RB,Knee,Questionable
2016,14,C.J. Prosise,SEA,RB,Shoulder,Out
2016,16,John Kuhn,NOR,RB,Hip,Questionable
2016,17,Brandon Wilds,NYJ,RB,Hamstring,Questionable
2017,1,Brian Hill,ATL,RB,Ankle,Out
2017,12,Aaron Jones,GNB,RB,Knee,Out
2017,13,Ameer Abdullah,DET,RB,Neck,Questionable
2017,13,Aaron Jones,GNB,RB,Knee,Questionable
2017,13,Doug Martin,TAM,RB,Concussion,Out
2018,3,Devonta Freeman,ATL,RB,Knee,Out
2018,4,Devonta Freeman,ATL,RB,Knee,Out
2018,4,LeSean McCoy,BUF,RB,Rib,Questionable
2018,4,Marcus Murphy,BUF,RB,Rib,Questionable
2018,4,Dalvin Cook,MIN,RB,Hamstring,Questionable
2018,6,De'Lance Turner,BAL,RB,Hamstring,Out
2018,8,LeSean McCoy,BUF,RB,Concussion,Questionable
2018,8,Leonard Fournette,JAX,RB,Hamstring,Out
2018,12,Ronald Jones,TAM,RB,Hamstring,Questionable
2018,16,James Conner,PIT,RB,Ankle,Out
2019,2,Roosevelt Nix,PIT,RB,Knee,Out
2019,5,Kenjon Barner,ATL,RB,Knee,Out
2019,5,Damien Williams,KAN,RB,Knee,Questionable
2019,6,Taiwan Jones,HOU,RB,Hip,Questionable
2019,7,Kyle Juszczyk,SFO,RB,Knee,Out
2019,11,Jordan Wilkins,IND,RB,Ankle,Questionable
2019,13,Marlon Mack,IND,RB,Hand,Out
2019,16,Josh Jacobs,OAK,RB,Shoulder,Out
2019,17,Leonard Fournette,JAX,RB,Neck,Doubtful
2019,17,Sony Michel,NWE,RB,Illness,Questionable
2020,3,Tevin Coleman,SFO,RB,Knee,Out
2020,7,Joe Mixon,CIN,RB,Foot,Out
2020,8,Tyler Ervin,GNB,RB,Wrist,Questionable
2020,8,Damien Harris,NWE,RB,Ankle,Questionable
2020,8,Frank Gore,NYJ,RB,"Not Injury Related, Hand",Questionable
2020,9,Mark Ingram,BAL,RB,Ankle,Doubtful
2020,9,Devonta Freeman,NYG,RB,Ankle,Out
2020,10,David Johnson,HOU,RB,Concussion,Out
2020,10,Damien Harris,NWE,RB,"Ankle, Chest",Questionable
2020,10,Anthony McFarland,PIT,RB,Illness,Questionable
2020,11,Chris Carson,SEA,RB,Foot,Questionable
2020,13,Todd Gurley,ATL,RB,Knee,Questionable
2020,13,Phillip Lindsay,DEN,RB,Knee,Questionable
2020,13,Carlos Hyde,SEA,RB,Toe,Questionable
2020,17,Dalvin Cook,MIN,RB,Not Injury Related,Out
2021,2,Saquon Barkley,NYG,RB,Knee,Questionable
2021,3,Tevin Coleman,NYJ,RB,Illness,Out
2021,3,Jamycal Hasty,SFO,RB,Ankle,Out
2021,4,Eno Benjamin,ARI,RB,Hamstring,Out
2021,4,Rashaad Penny,SEA,RB,Calf,Out
2021,5,Giovani Bernard,TAM,RB,Knee,Questionable
2021,6,Joe Mixon,CIN,RB,Ankle,Questionable
2021,6,Khari Blasingame,TEN,RB,Shoulder,Questionable
2021,8,Dwayne Washington,NOR,RB,Neck,Out
2021,8,Alex Collins,SEA,RB,Groin,Questionable
2021,11,Latavius Murray,BAL,RB,Ankle,Questionable
2021,11,Cullen Gillaspia,NYG,FB,Calf,Questionable
2021,12,Cordarrelle Patterson,ATL,RB,Ankle,Questionable
2021,12,Damien Williams,CHI,RB,Calf,Out
2021,13,Alex Collins,SEA,RB,Abdomen,Questionable
2021,14,Dalvin Cook,MIN,RB,Shoulder,Questionable
2021,15,Patrick Ricard,BAL,FB,"Back, Knee",Questionable
2021,15,D'Andre Swift,DET,RB,Shoulder,Out
2021,16,Rhamondre Stevenson,NWE,RB,Illness,Out
2021,17,Jason Cabinda,DET,FB,Knee,Out
2022,2,J.K. Dobbins,BAL,RB,Knee,Questionable
2022,8,Ezekiel Elliott,DAL,RB,Knee,Doubtful
2022,8,Kyle Juszczyk,SFO,FB,Finger,Out
2022,11,Jonathan Williams,WAS,RB,Knee,Questionable
2022,12,Jaylen Warren,PIT,RB,Hamstring,Out
2022,12,Hassan Haskins,TEN,RB,Hip,Questionable
2022,13,Leonard Fournette,TAM,RB,Hip,Questionable
2022,17,Zander Horvath,LAC,FB,Ankle,Questionable
2022,17,Zamir White,LVR,RB,Ankle,Questionable
2022,17,Kenneth Walker,SEA,RB,Ankle,Questionable
2022,18,James Conner,ARI,RB,"Knee, Shin",Out
2022,18,Travis Homer,SEA,RB,Ankle,Doubtful
2023,6,Nick Bawden,NYJ,FB,Calf,Questionable
2023,7,Craig Reynolds,DET,RB,"Hamstring, Toe",Questionable
2023,8,Raheem Mostert,MIA,RB,Ankle,Questionable
2023,10,Kendre Miller,NOR,RB,Ankle,Out
2023,10,Adam Prentice,NOR,FB,Knee,Questionable
2023,12,Emari Demercado,ARI,RB,Toe,Questionable
2023,12,Chase Brown,CIN,RB,Hamstring,Questionable
2023,12,Rico Dowdle,DAL,RB,Ankle,Questionable
2023,12,Jerick McKinnon,KAN,RB,Groin,Out
2023,12,Alex Armah,WAS,FB,Hamstring,Out
2023,13,Travis Etienne,JAX,RB,Ribs,Questionable
2023,14,Kenneth Walker,SEA,RB,Oblique,Questionable
2023,15,Devon Achane,MIA,RB,Toe,Questionable
2023,16,D'Onta Foreman,CHI,RB,Not injury related - personal matter,Questionable
2023,16,A.J. Dillon,GNB,RB,Thumb,Questionable
2023,16,Elijah Mitchell,SFO,RB,Knee,Questionable
2023,17,Rico Dowdle,DAL,RB,Ankle,Out
2023,18,Raheem Mostert,MIA,RB,"Knee, Ankle",Questionable
2023,18,Kyle Juszczyk,SFO,FB,Illness,Questionable
2024,1,Rasheen Ali,BAL,RB,Neck,Doubtful
2024,7,Ray Davis,BUF,RB,Calf,Questionable
2024,10,Keilan Robinson,JAX,RB,Toe,Questionable
2024,11,Isiah Pacheco,KAN,RB,Ankle,Out
2024,13,Jase McClellan,ATL,RB,Knee,Out
2024,13,Breece Hall,NYJ,RB,Knee,Questionable
2024,13,Austin Ekeler,WAS,RB,Concussion,Out
2024,15,Raheem Blackshear,CAR,RB,Chest,Questionable
2024,15,D'Andre Swift,CHI,RB,Groin,Questionable
2024,15,Kene Nwangwu,NYJ,RB,Hand,Out
2024,17,David Montgomery,DET,RB,Knee,Out
2004,12,Richie Anderson,DAL,RB,Concussion,Questionable
2004,16,Kyle Johnson,DEN,RB,Ankle,Doubtful
2004,16,Omar Easy,KAN,RB,Knee,Probable
2005,16,Brad Hoover,CAR,RB,Calf,Probable
2005,16,DeShaun Foster,CAR,RB,Shoulder,Probable
2005,15,Corey Dillon,NWE,RB,Calf,Questionable
2006,16,Chester Taylor,MIN,RB,Ribs,Probable
2006,17,Jim Finn,NYG,RB,Back,Probable
2008,13,Jonathan Stewart,CAR,RB,Heel,Probable
2008,16,Adrian Peterson,CHI,RB,Ankle,Probable
2008,15,Charles Ali,CLE,RB,Ribs,Questionable
2008,15,Carey Davis,PIT,RB,Calf,Questionable
2008,11,Antonio Pittman,STL,RB,Hamstring,Probable
2008,11,Earnest Graham,TAM,RB,Knee,Questionable
2008,15,LenDale White,TEN,RB,Knee,Questionable
2009,16,Adrian Peterson,MIN,RB,Illness,Probable
2013,12,Trent Richardson,CLE,RB,Calf,Questionable
2008,13,Clinton Portis,WAS,RB,"Knee, Oblique",Questionable
2008,10,Jerome Felton,DET,RB,Ankle,Out
2009,1,Cedric Peerman,DET,RB,Thigh,Doubtful
2010,3,Jerome Harrison,PHI,RB,Thigh,Questionable
2019,6,Rod Smith,OAK,RB,Groin,Questionable
2021,7,Jordan Wilkins,TEN,RB,Non-Football Illness,Out
2022,10,Aaron Jones,GNB,RB,,Questionable
2015,1,Travaris Cadet,NOR,RB,Hamstring,Questionable
2015,6,Shaun Draughn,SFO,RB,Back,Questionable
2014,5,Ben Tate,MIN,RB,Knee,Probable
2023,14,Kareem Hunt,CLE,RB,,Questionable
2024,18,Kareem Hunt,KAN,RB,Coaching Decision,Doubtful
2024,16,James Conner,ARI,RB,Knee,Questionable
2024,14,Raheem Blackshear,CAR,RB,Chest,Out
2024,7,Darrynton Evans,CHI,RB,Hamstring,Doubtful
2024,2,JaMycal Hasty,NWE,RB,Knee,Questionable
2024,17,Tyjae Spears,TEN,RB,concussion evaluation,Questionable
2024,6,Jordan Mason,SFO,RB,Shoulder,Questionable
2023,5,Gary Brightwell,NYG,RB,,Questionable
2009,1,Pierre Thomas,NOR,RB,Knee,Out
2009,2,Knowshon Moreno,DEN,RB,Knee,Probable
2009,2,Pierre Thomas,NOR,RB,Knee,Questionable
2009,3,Danny Ware,NYG,RB,Elbow,Out
2009,4,Jamal Lewis,CLE,RB,Hamstring,Doubtful
2009,4,Mike Sellers,WAS,RB,Thigh,Probable
2009,5,Justin Griffith,SEA,RB,Knee,Probable
2009,6,Ovie Mughelli,ATL,RB,Calf,Questionable
2009,6,Fred Taylor,NWE,RB,Ankle,Out
2009,7,Chris Wells,ARI,RB,Hip,Questionable
2009,8,Jason Snelling,ATL,RB,Hamstring,Questionable
2009,9,Jonathan Stewart,CAR,RB,Achilles,Questionable
2009,10,Jason Snelling,ATL,RB,Hamstring,Questionable
2009,10,Jeremi Johnson,CIN,RB,Chest,Questionable
